"FOLIO","VIV_SEL","HOGAR","N_REN","P2_3","SEXO","EDAD","NIV","GRA","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"00001","01","1","02","3","2","60","","","1","3","003","0000001",1841
"00001","01","1","01","1","2","83","02","2","1","3","003","0000001",1841
"00002","02","1","01","1","2","33","03","3","1","3","003","0000001",1841
"00002","02","1","02","3","1","15","","","1","3","003","0000001",1841
"00002","02","1","03","3","2","13","","","1","3","003","0000001",1841
"00002","02","1","04","3","2","07","","","1","3","003","0000001",1841
"00003","03","1","02","2","2","55","","","1","3","003","0000001",1841
"00003","03","1","01","1","1","58","02","3","1","3","003","0000001",1841
"00003","03","1","03","3","1","27","","","1","3","003","0000001",1841
"00003","03","1","07","4","2","02","","","1","3","003","0000001",1841
"00003","03","1","06","4","1","04","","","1","3","003","0000001",1841
"00003","03","1","05","5","2","27","","","1","3","003","0000001",1841
"00003","03","1","04","3","1","30","","","1","3","003","0000001",1841
"00004","04","1","02","3","1","44","","","1","3","003","0000001",1841
"00004","04","1","01","1","2","64","02","6","1","3","003","0000001",1841
"00004","04","1","03","3","2","29","","","1","3","003","0000001",1841
"00004","04","1","04","4","1","03","","","1","3","003","0000001",1841
"00005","05","1","01","1","1","70","02","5","1","3","003","0000001",1841
"00005","05","1","08","4","1","21","","","1","3","003","0000001",1841
"00005","05","1","07","4","1","19","","","1","3","003","0000001",1841
"00005","05","1","06","4","2","26","","","1","3","003","0000001",1841
"00005","05","1","05","4","2","27","","","1","3","003","0000001",1841
"00005","05","1","04","4","2","28","","","1","3","003","0000001",1841
"00005","05","1","03","3","2","48","","","1","3","003","0000001",1841
"00005","05","1","02","2","2","71","","","1","3","003","0000001",1841
"00006","01","1","06","4","1","05","","","1","3","004","0000002",1273
"00006","01","1","02","2","2","70","","","1","3","004","0000002",1273
"00006","01","1","03","3","2","42","","","1","3","004","0000002",1273
"00006","01","1","04","4","2","20","","","1","3","004","0000002",1273
"00006","01","1","01","1","1","81","02","6","1","3","004","0000002",1273
"00006","01","1","05","4","2","10","","","1","3","004","0000002",1273
"00007","02","1","01","1","2","70","02","6","1","3","004","0000002",1273
"00008","04","1","02","2","2","28","","","1","3","004","0000002",1273
"00008","04","1","01","1","1","28","06","1","1","3","004","0000002",1273
"00009","05","1","01","1","1","45","08","5","1","3","004","0000002",1273
"00009","05","1","02","2","2","33","","","1","3","004","0000002",1273
"00010","01","1","02","2","2","61","","","1","3","004","0000003",733
"00010","01","1","01","1","1","64","03","3","1","3","004","0000003",733
"00010","01","1","03","3","2","27","","","1","3","004","0000003",733
"00010","01","1","04","3","1","29","","","1","3","004","0000003",733
"00011","02","1","02","3","2","40","","","1","3","004","0000003",733
"00011","02","1","01","1","1","77","08","3","1","3","004","0000003",733
"00011","02","1","03","4","2","15","","","1","3","004","0000003",733
"00011","02","1","04","3","2","13","","","1","3","004","0000003",733
"00012","03","1","01","1","1","36","08","5","1","3","004","0000003",733
"00012","03","1","02","2","2","33","","","1","3","004","0000003",733
"00012","03","1","03","3","2","11","","","1","3","004","0000003",733
"00012","03","1","04","3","1","03","","","1","3","004","0000003",733
"00013","04","1","01","1","2","80","08","4","1","3","004","0000003",733
"00013","04","1","02","5","2","74","","","1","3","004","0000003",733
"00014","05","1","01","1","2","76","02","4","1","3","004","0000003",733
"00014","05","1","02","5","2","65","","","1","3","004","0000003",733
"00014","05","1","03","5","2","62","","","1","3","004","0000003",733
"00015","01","1","02","2","2","56","","","1","3","004","0000004",1256
"00015","01","1","01","1","1","63","04","3","1","3","004","0000004",1256
"00015","01","1","03","3","2","24","","","1","3","004","0000004",1256
"00015","01","1","04","3","2","20","","","1","3","004","0000004",1256
"00015","01","1","05","4","1","00","","","1","3","004","0000004",1256
"00016","02","1","02","2","2","71","","","1","3","004","0000004",1256
"00016","02","1","01","1","1","67","03","3","1","3","004","0000004",1256
"00016","02","1","03","6","2","51","","","1","3","004","0000004",1256
"00017","03","1","01","1","1","68","02","6","1","3","004","0000004",1256
"00017","03","1","02","2","2","65","","","1","3","004","0000004",1256
"00017","03","1","03","3","1","35","","","1","3","004","0000004",1256
"00018","04","1","01","1","2","72","02","6","1","3","004","0000004",1256
"00018","04","1","02","3","1","26","","","1","3","004","0000004",1256
"00018","04","1","03","3","1","30","","","1","3","004","0000004",1256
"00019","01","1","01","1","2","37","08","5","1","3","004","0000005",1357
"00020","02","1","01","1","2","70","08","4","1","3","004","0000005",1357
"00020","02","1","02","3","2","32","","","1","3","004","0000005",1357
"00021","03","1","01","1","1","67","03","3","1","3","004","0000005",1357
"00021","03","1","02","2","2","67","","","1","3","004","0000005",1357
"00021","03","1","03","3","1","36","","","1","3","004","0000005",1357
"00022","04","1","01","1","1","52","09","3","1","3","004","0000005",1357
"00022","04","1","05","3","1","20","","","1","3","004","0000005",1357
"00023","05","1","01","1","2","49","08","4","1","3","004","0000005",1357
"00023","05","1","02","3","1","20","","","1","3","004","0000005",1357
"00023","05","1","03","3","1","12","","","1","3","004","0000005",1357
"00024","01","1","01","1","2","83","08","2","1","3","005","0000006",1377
"00024","01","2","01","1","2","49","02","6","1","3","005","0000006",1377
"00025","02","1","01","1","1","61","06","3","1","3","005","0000006",1377
"00025","02","1","02","2","2","57","","","1","3","005","0000006",1377
"00026","03","1","02","3","2","24","","","1","3","005","0000006",1377
"00026","03","1","01","1","2","63","09","3","1","3","005","0000006",1377
"00027","05","1","03","3","1","16","","","1","3","005","0000006",1377
"00027","05","1","04","3","2","12","","","1","3","005","0000006",1377
"00027","05","1","02","3","1","18","","","1","3","005","0000006",1377
"00027","05","1","01","1","1","55","08","5","1","3","005","0000006",1377
"00027","05","1","05","2","2","50","","","1","3","005","0000006",1377
"00028","01","1","01","1","1","63","08","5","1","3","004","0000007",1124
"00028","01","1","02","2","2","60","","","1","3","004","0000007",1124
"00029","02","1","01","1","1","41","06","3","1","3","004","0000007",1124
"00029","02","1","02","2","2","40","","","1","3","004","0000007",1124
"00029","02","1","03","3","1","08","","","1","3","004","0000007",1124
"00029","02","1","04","3","1","06","","","1","3","004","0000007",1124
"00029","02","1","05","3","1","01","","","1","3","004","0000007",1124
"00030","03","1","02","2","2","63","","","1","3","004","0000007",1124
"00030","03","1","01","1","1","65","02","6","1","3","004","0000007",1124
"00030","03","1","03","3","2","23","","","1","3","004","0000007",1124
"00031","04","1","01","1","2","62","06","3","1","3","004","0000007",1124
"00031","04","1","02","3","1","34","","","1","3","004","0000007",1124
"00032","05","1","02","2","2","38","","","1","3","004","0000007",1124
"00032","05","1","01","1","1","45","08","5","1","3","004","0000007",1124
"00032","05","1","03","6","2","18","","","1","3","004","0000007",1124
"00032","05","1","06","5","1","32","","","1","3","004","0000007",1124
"00032","05","1","05","3","2","13","","","1","3","004","0000007",1124
"00032","05","1","04","3","1","15","","","1","3","004","0000007",1124
"00033","01","1","01","1","2","63","02","6","1","3","004","0000008",1398
"00034","02","1","03","5","1","19","","","1","3","004","0000008",1398
"00034","02","1","02","5","2","70","","","1","3","004","0000008",1398
"00034","02","1","01","1","2","35","08","5","1","3","004","0000008",1398
"00034","02","1","04","3","1","14","","","1","3","004","0000008",1398
"00035","04","1","01","1","1","67","03","3","1","3","004","0000008",1398
"00035","04","1","02","2","2","66","","","1","3","004","0000008",1398
"00035","04","1","05","4","2","04","","","1","3","004","0000008",1398
"00035","04","1","04","3","2","44","","","1","3","004","0000008",1398
"00035","04","1","03","5","1","49","","","1","3","004","0000008",1398
"00036","05","1","02","2","2","26","","","1","3","004","0000008",1398
"00036","05","1","01","1","1","34","03","3","1","3","004","0000008",1398
"00036","05","1","03","3","2","07","","","1","3","004","0000008",1398
"00036","05","1","04","3","2","07","","","1","3","004","0000008",1398
"00037","01","1","02","2","2","27","","","1","3","004","0000009",1318
"00037","01","1","01","1","1","33","08","4","1","3","004","0000009",1318
"00037","01","1","03","3","1","03","","","1","3","004","0000009",1318
"00037","01","1","04","3","1","00","","","1","3","004","0000009",1318
"00038","02","1","01","1","1","73","04","3","1","3","004","0000009",1318
"00038","02","1","02","2","2","68","","","1","3","004","0000009",1318
"00038","02","1","05","5","1","35","","","1","3","004","0000009",1318
"00038","02","1","04","3","2","36","","","1","3","004","0000009",1318
"00038","02","1","03","3","1","36","","","1","3","004","0000009",1318
"00039","03","1","01","1","2","75","00","0","1","3","004","0000009",1318
"00040","01","1","01","1","2","57","02","6","1","3","004","0000010",1348
"00040","01","1","02","3","1","34","","","1","3","004","0000010",1348
"00041","02","1","01","1","1","70","03","3","1","3","004","0000010",1348
"00041","02","1","02","2","2","71","","","1","3","004","0000010",1348
"00042","03","1","01","1","2","41","02","6","1","3","004","0000010",1348
"00042","03","1","02","3","2","22","","","1","3","004","0000010",1348
"00042","03","1","03","4","1","00","","","1","3","004","0000010",1348
"00043","04","1","01","1","2","69","04","2","1","3","004","0000010",1348
"00043","04","1","02","3","1","36","","","1","3","004","0000010",1348
"00043","04","1","03","3","1","29","","","1","3","004","0000010",1348
"00044","05","1","01","1","1","25","03","3","1","3","004","0000010",1348
"00044","05","1","04","3","1","03","","","1","3","004","0000010",1348
"00044","05","1","03","3","2","04","","","1","3","004","0000010",1348
"00044","05","1","02","2","2","23","","","1","3","004","0000010",1348
"00045","01","1","01","1","1","39","02","1","1","3","004","0000011",1253
"00045","01","1","02","2","2","55","","","1","3","004","0000011",1253
"00046","03","1","01","1","2","52","03","3","1","3","004","0000011",1253
"00046","03","1","02","3","1","26","","","1","3","004","0000011",1253
"00046","03","1","05","3","1","16","","","1","3","004","0000011",1253
"00046","03","1","04","3","1","19","","","1","3","004","0000011",1253
"00046","03","1","03","3","1","21","","","1","3","004","0000011",1253
"00046","03","1","06","3","1","14","","","1","3","004","0000011",1253
"00047","01","1","01","1","1","54","03","3","1","3","005","0000012",1753
"00047","01","1","02","2","2","47","","","1","3","005","0000012",1753
"00047","01","1","03","3","1","28","","","1","3","005","0000012",1753
"00047","01","1","04","3","2","23","","","1","3","005","0000012",1753
"00047","01","1","05","3","1","18","","","1","3","005","0000012",1753
"00048","02","1","01","1","1","67","03","3","1","3","005","0000012",1753
"00048","02","1","02","2","2","66","","","1","3","005","0000012",1753
"00049","03","1","03","3","2","31","","","1","3","005","0000012",1753
"00049","03","1","02","2","2","57","","","1","3","005","0000012",1753
"00049","03","1","04","3","1","29","","","1","3","005","0000012",1753
"00049","03","1","01","1","1","56","06","3","1","3","005","0000012",1753
"00050","04","1","01","1","2","86","04","3","1","3","005","0000012",1753
"00050","04","1","02","3","1","61","","","1","3","005","0000012",1753
"00050","04","1","03","3","1","57","","","1","3","005","0000012",1753
"00050","04","1","04","3","1","56","","","1","3","005","0000012",1753
"00051","05","1","02","2","2","62","","","1","3","005","0000012",1753
"00051","05","1","01","1","1","65","08","4","1","3","005","0000012",1753
"00051","05","1","03","3","1","24","","","1","3","005","0000012",1753
"00052","01","1","01","1","2","62","04","3","1","3","004","0000013",1307
"00052","01","1","02","6","2","63","","","1","3","004","0000013",1307
"00053","02","1","01","1","2","36","08","3","1","3","004","0000013",1307
"00053","02","1","02","3","2","13","","","1","3","004","0000013",1307
"00053","02","1","03","3","1","07","","","1","3","004","0000013",1307
"00053","02","1","04","3","1","03","","","1","3","004","0000013",1307
"00054","03","1","02","3","2","28","","","1","3","004","0000013",1307
"00054","03","1","01","1","2","57","07","3","1","3","004","0000013",1307
"00054","03","1","03","3","1","25","","","1","3","004","0000013",1307
"00055","04","1","03","3","2","04","","","1","3","004","0000013",1307
"00055","04","1","02","2","2","39","","","1","3","004","0000013",1307
"00055","04","1","01","1","1","42","03","3","1","3","004","0000013",1307
"00055","04","1","04","3","2","01","","","1","3","004","0000013",1307
"00056","05","1","03","3","1","16","","","1","3","004","0000013",1307
"00056","05","1","02","2","2","50","","","1","3","004","0000013",1307
"00056","05","1","01","1","1","54","08","4","1","3","004","0000013",1307
"00056","05","1","04","3","2","13","","","1","3","004","0000013",1307
"00057","01","1","01","1","1","32","03","3","1","3","004","0000014",1202
"00057","01","1","02","2","2","31","","","1","3","004","0000014",1202
"00057","01","1","03","3","2","10","","","1","3","004","0000014",1202
"00057","01","1","04","3","1","08","","","1","3","004","0000014",1202
"00058","02","1","01","1","1","68","06","3","1","3","004","0000014",1202
"00059","03","1","01","1","1","51","08","4","1","3","004","0000014",1202
"00059","03","1","02","2","2","51","","","1","3","004","0000014",1202
"00059","03","1","03","3","1","18","","","1","3","004","0000014",1202
"00060","05","1","01","1","1","67","08","4","1","3","004","0000014",1202
"00060","05","1","02","2","1","45","","","1","3","004","0000014",1202
"00060","05","1","03","3","2","16","","","1","3","004","0000014",1202
"00061","01","1","01","1","1","86","00","0","1","3","003","0000015",1647
"00061","01","1","02","2","2","79","","","1","3","003","0000015",1647
"00062","02","1","01","1","2","64","03","3","1","3","003","0000015",1647
"00063","03","1","01","1","1","50","03","3","1","3","003","0000015",1647
"00063","03","1","02","2","2","50","","","1","3","003","0000015",1647
"00063","03","1","03","3","1","25","","","1","3","003","0000015",1647
"00063","03","1","04","3","1","21","","","1","3","003","0000015",1647
"00063","03","1","05","3","2","20","","","1","3","003","0000015",1647
"00063","03","1","06","5","1","20","","","1","3","003","0000015",1647
"00064","04","1","01","1","2","84","03","3","1","3","003","0000015",1647
"00064","04","1","02","3","2","47","","","1","3","003","0000015",1647
"00064","04","1","03","4","2","09","","","1","3","003","0000015",1647
"00065","05","1","02","5","2","22","","","1","3","003","0000015",1647
"00065","05","1","01","1","1","49","04","3","1","3","003","0000015",1647
"00065","05","1","03","5","1","31","","","1","3","003","0000015",1647
"00066","01","1","01","1","2","58","04","3","1","3","004","0000016",1386
"00067","03","1","02","2","2","40","","","1","3","004","0000016",1386
"00067","03","1","01","1","1","52","03","3","1","3","004","0000016",1386
"00067","03","1","03","3","2","18","","","1","3","004","0000016",1386
"00067","03","1","05","4","2","02","","","1","3","004","0000016",1386
"00067","03","1","04","3","1","17","","","1","3","004","0000016",1386
"00068","04","1","01","1","1","52","02","6","1","3","004","0000016",1386
"00068","04","1","03","3","1","23","","","1","3","004","0000016",1386
"00068","04","1","02","2","2","53","","","1","3","004","0000016",1386
"00069","05","1","01","1","2","75","02","6","1","3","004","0000016",1386
"00070","01","1","02","5","1","34","","","1","3","003","0000017",1625
"00070","01","1","01","1","1","49","03","3","1","3","003","0000017",1625
"00070","01","1","03","5","2","34","","","1","3","003","0000017",1625
"00071","03","1","02","5","1","57","","","1","3","003","0000017",1625
"00071","03","1","04","3","2","03","","","1","3","003","0000017",1625
"00071","03","1","03","3","2","10","","","1","3","003","0000017",1625
"00071","03","1","01","1","2","31","06","3","1","3","003","0000017",1625
"00072","04","1","03","3","2","30","","","1","3","003","0000017",1625
"00072","04","1","06","4","2","02","","","1","3","003","0000017",1625
"00072","04","1","04","4","2","09","","","1","3","003","0000017",1625
"00072","04","1","05","4","1","07","","","1","3","003","0000017",1625
"00072","04","1","01","1","2","62","02","3","1","3","003","0000017",1625
"00072","04","1","02","3","1","27","","","1","3","003","0000017",1625
"00073","05","1","01","1","1","54","09","2","1","3","003","0000017",1625
"00073","05","1","02","3","1","24","","","1","3","003","0000017",1625
"00074","01","1","02","2","2","53","","","1","3","004","0000018",1240
"00074","01","1","01","1","1","55","02","6","1","3","004","0000018",1240
"00075","02","1","02","2","2","28","","","1","3","004","0000018",1240
"00075","02","1","01","1","1","29","06","2","1","3","004","0000018",1240
"00075","02","1","04","3","1","06","","","1","3","004","0000018",1240
"00075","02","1","05","3","2","07","","","1","3","004","0000018",1240
"00075","02","1","03","5","1","29","","","1","3","004","0000018",1240
"00075","02","1","07","5","2","00","","","1","3","004","0000018",1240
"00075","02","1","06","3","2","01","","","1","3","004","0000018",1240
"00076","03","1","05","3","2","00","","","1","3","004","0000018",1240
"00076","03","1","04","3","1","06","","","1","3","004","0000018",1240
"00076","03","1","03","3","2","09","","","1","3","004","0000018",1240
"00076","03","1","02","2","2","30","","","1","3","004","0000018",1240
"00076","03","1","01","1","1","39","03","3","1","3","004","0000018",1240
"00077","04","1","01","1","1","29","06","3","1","3","004","0000018",1240
"00077","04","1","05","3","2","01","","","1","3","004","0000018",1240
"00077","04","1","04","3","2","06","","","1","3","004","0000018",1240
"00077","04","1","03","3","2","11","","","1","3","004","0000018",1240
"00077","04","1","02","2","2","27","","","1","3","004","0000018",1240
"00078","05","1","01","1","2","63","02","6","1","3","004","0000018",1240
"00078","05","1","02","3","1","42","","","1","3","004","0000018",1240
"00079","01","1","02","2","2","39","","","1","3","004","0000019",1280
"00079","01","1","01","1","1","38","06","3","1","3","004","0000019",1280
"00079","01","1","03","3","2","15","","","1","3","004","0000019",1280
"00079","01","1","04","3","1","14","","","1","3","004","0000019",1280
"00080","02","1","01","1","1","78","04","2","1","3","004","0000019",1280
"00081","03","1","01","1","1","54","06","3","1","3","004","0000019",1280
"00081","03","1","02","2","2","54","","","1","3","004","0000019",1280
"00081","03","1","03","3","1","15","","","1","3","004","0000019",1280
"00082","04","1","01","1","1","58","03","3","1","3","004","0000019",1280
"00082","04","1","02","2","2","55","","","1","3","004","0000019",1280
"00082","04","1","03","3","1","17","","","1","3","004","0000019",1280
"00083","01","1","01","1","1","32","03","3","1","3","004","0000020",1316
"00083","01","1","04","3","2","03","","","1","3","004","0000020",1316
"00083","01","1","03","3","2","07","","","1","3","004","0000020",1316
"00083","01","1","02","2","2","32","","","1","3","004","0000020",1316
"00084","02","1","01","1","1","32","09","2","1","3","004","0000020",1316
"00085","03","1","03","3","1","23","","","1","3","004","0000020",1316
"00085","03","1","02","2","2","49","","","1","3","004","0000020",1316
"00085","03","1","01","1","1","49","02","6","1","3","004","0000020",1316
"00085","03","1","04","3","1","24","","","1","3","004","0000020",1316
"00086","04","1","02","3","2","32","","","1","3","004","0000020",1316
"00086","04","1","01","1","2","59","02","6","1","3","004","0000020",1316
"00086","04","1","03","4","1","06","","","1","3","004","0000020",1316
"00087","05","1","02","3","1","11","","","1","3","004","0000020",1316
"00087","05","1","01","1","2","25","06","2","1","3","004","0000020",1316
"00087","05","1","03","3","1","03","","","1","3","004","0000020",1316
"00088","01","1","04","3","1","18","","","1","3","003","0000021",1894
"00088","01","1","05","4","2","18","","","1","3","003","0000021",1894
"00088","01","1","03","3","2","34","","","1","3","003","0000021",1894
"00088","01","1","02","2","2","51","","","1","3","003","0000021",1894
"00088","01","1","01","1","1","52","03","3","1","3","003","0000021",1894
"00088","01","1","06","4","1","14","","","1","3","003","0000021",1894
"00088","01","1","11","5","2","18","","","1","3","003","0000021",1894
"00088","01","1","10","4","1","00","","","1","3","003","0000021",1894
"00088","01","1","09","4","2","09","","","1","3","003","0000021",1894
"00088","01","1","07","3","2","12","","","1","3","003","0000021",1894
"00088","01","1","08","4","2","09","","","1","3","003","0000021",1894
"00089","02","1","01","1","1","54","02","6","1","3","003","0000021",1894
"00089","02","1","03","3","1","08","","","1","3","003","0000021",1894
"00089","02","1","02","2","2","52","","","1","3","003","0000021",1894
"00089","02","1","04","3","1","27","","","1","3","003","0000021",1894
"00090","03","1","03","3","1","29","","","1","3","003","0000021",1894
"00090","03","1","01","1","2","52","03","3","1","3","003","0000021",1894
"00090","03","1","02","3","2","26","","","1","3","003","0000021",1894
"00091","04","1","01","1","1","45","02","6","1","3","003","0000021",1894
"00091","04","1","04","3","1","20","","","1","3","003","0000021",1894
"00091","04","1","02","2","2","40","","","1","3","003","0000021",1894
"00091","04","1","03","3","1","21","","","1","3","003","0000021",1894
"00092","05","1","01","1","1","22","06","3","1","3","003","0000021",1894
"00092","05","1","02","2","2","22","","","1","3","003","0000021",1894
"00093","01","1","02","2","2","55","","","1","3","004","0000022",1454
"00093","01","1","01","1","1","58","06","3","1","3","004","0000022",1454
"00094","02","1","02","2","2","57","","","1","3","004","0000022",1454
"00094","02","1","03","3","1","25","","","1","3","004","0000022",1454
"00094","02","1","01","1","1","61","08","5","1","3","004","0000022",1454
"00095","03","1","01","1","2","51","03","3","1","3","004","0000022",1454
"00095","03","1","02","3","1","30","","","1","3","004","0000022",1454
"00095","03","1","03","3","2","28","","","1","3","004","0000022",1454
"00095","03","1","04","3","1","13","","","1","3","004","0000022",1454
"00096","02","1","04","3","1","11","","","1","3","004","0000023",1387
"00096","02","1","03","3","1","16","","","1","3","004","0000023",1387
"00096","02","1","02","2","2","50","","","1","3","004","0000023",1387
"00096","02","1","01","1","1","49","03","3","1","3","004","0000023",1387
"00097","03","1","02","2","2","48","","","1","3","004","0000023",1387
"00097","03","1","01","1","1","50","03","3","1","3","004","0000023",1387
"00097","03","1","03","3","1","21","","","1","3","004","0000023",1387
"00097","03","1","04","3","1","19","","","1","3","004","0000023",1387
"00097","03","1","05","3","2","14","","","1","3","004","0000023",1387
"00098","04","1","04","3","1","01","","","1","3","004","0000023",1387
"00098","04","1","03","3","2","04","","","1","3","004","0000023",1387
"00098","04","1","01","1","1","32","08","3","1","3","004","0000023",1387
"00098","04","1","02","2","2","32","","","1","3","004","0000023",1387
"00099","05","1","02","2","1","61","","","1","3","004","0000023",1387
"00099","05","1","01","1","2","62","02","6","1","3","004","0000023",1387
"00100","02","1","02","3","1","24","","","1","3","004","0000024",1360
"00100","02","1","01","1","2","55","02","6","1","3","004","0000024",1360
"00100","02","1","03","3","2","19","","","1","3","004","0000024",1360
"00101","03","1","03","3","2","02","","","1","3","004","0000024",1360
"00101","03","1","02","2","2","29","","","1","3","004","0000024",1360
"00101","03","1","01","1","1","29","02","6","1","3","004","0000024",1360
"00101","03","1","05","6","1","19","","","1","3","004","0000024",1360
"00101","03","1","04","6","1","18","","","1","3","004","0000024",1360
"00102","04","1","01","1","1","57","02","6","1","3","004","0000024",1360
"00102","04","1","03","3","2","20","","","1","3","004","0000024",1360
"00102","04","1","04","3","1","18","","","1","3","004","0000024",1360
"00102","04","1","02","2","2","57","","","1","3","004","0000024",1360
"00103","05","1","02","5","2","52","","","1","3","004","0000024",1360
"00103","05","1","01","1","1","28","08","3","1","3","004","0000024",1360
"00104","01","1","01","1","1","29","06","3","1","3","004","0000025",1406
"00104","01","1","02","2","2","25","","","1","3","004","0000025",1406
"00105","02","1","01","1","1","50","03","3","1","3","004","0000025",1406
"00105","02","1","02","3","1","20","","","1","3","004","0000025",1406
"00106","04","1","05","3","2","00","","","1","3","004","0000025",1406
"00106","04","1","04","3","2","03","","","1","3","004","0000025",1406
"00106","04","1","03","3","1","07","","","1","3","004","0000025",1406
"00106","04","1","02","2","2","23","","","1","3","004","0000025",1406
"00106","04","1","01","1","1","25","06","1","1","3","004","0000025",1406
"00107","05","1","05","3","1","02","","","1","3","004","0000025",1406
"00107","05","1","04","3","2","06","","","1","3","004","0000025",1406
"00107","05","1","03","3","1","11","","","1","3","004","0000025",1406
"00107","05","1","02","2","2","26","","","1","3","004","0000025",1406
"00107","05","1","01","1","1","27","06","3","1","3","004","0000025",1406
"00108","01","1","01","1","1","46","03","3","1","3","003","0000026",1896
"00109","02","1","01","1","1","32","06","3","1","3","003","0000026",1896
"00109","02","1","02","2","2","31","","","1","3","003","0000026",1896
"00109","02","1","03","3","2","15","","","1","3","003","0000026",1896
"00109","02","1","04","3","2","11","","","1","3","003","0000026",1896
"00110","03","1","01","1","1","45","03","3","1","3","003","0000026",1896
"00110","03","1","02","2","2","45","","","1","3","003","0000026",1896
"00110","03","1","03","3","1","15","","","1","3","003","0000026",1896
"00111","04","1","01","1","2","52","02","6","1","3","003","0000026",1896
"00111","04","1","02","3","2","14","","","1","3","003","0000026",1896
"00112","05","1","01","1","1","53","02","6","1","3","003","0000026",1896
"00112","05","1","03","3","1","18","","","1","3","003","0000026",1896
"00112","05","1","02","2","2","49","","","1","3","003","0000026",1896
"00113","01","1","01","1","1","31","08","3","1","3","003","0000027",1600
"00113","01","1","03","3","1","09","","","1","3","003","0000027",1600
"00113","01","1","02","2","2","29","","","1","3","003","0000027",1600
"00113","01","1","04","3","2","04","","","1","3","003","0000027",1600
"00114","02","1","01","1","1","37","03","3","1","3","003","0000027",1600
"00114","02","1","02","2","2","36","","","1","3","003","0000027",1600
"00114","02","1","04","3","1","09","","","1","3","003","0000027",1600
"00114","02","1","03","3","2","17","","","1","3","003","0000027",1600
"00115","03","1","01","1","2","36","03","3","1","3","003","0000027",1600
"00115","03","1","02","3","1","07","","","1","3","003","0000027",1600
"00115","03","1","03","3","1","02","","","1","3","003","0000027",1600
"00116","04","1","01","1","2","22","06","3","1","3","003","0000027",1600
"00116","04","1","02","2","1","23","","","1","3","003","0000027",1600
"00117","05","1","01","1","2","61","02","6","1","3","003","0000027",1600
"00118","01","1","01","1","1","42","03","3","1","3","004","0000028",1574
"00118","01","1","02","2","2","37","","","1","3","004","0000028",1574
"00118","01","1","03","3","2","09","","","1","3","004","0000028",1574
"00118","01","1","05","3","2","07","","","1","3","004","0000028",1574
"00118","01","1","04","3","2","09","","","1","3","004","0000028",1574
"00119","02","1","01","1","1","35","03","3","1","3","004","0000028",1574
"00120","04","1","03","3","2","19","","","1","3","004","0000028",1574
"00120","04","1","02","2","1","56","","","1","3","004","0000028",1574
"00120","04","1","01","1","2","56","02","3","1","3","004","0000028",1574
"00121","05","1","01","1","1","30","06","2","1","3","004","0000028",1574
"00122","02","1","02","2","2","33","","","1","3","005","0000029",1400
"00122","02","1","01","1","1","34","08","4","1","3","005","0000029",1400
"00123","03","1","02","2","2","53","","","1","3","005","0000029",1400
"00123","03","1","03","3","2","21","","","1","3","005","0000029",1400
"00123","03","1","04","3","1","17","","","1","3","005","0000029",1400
"00123","03","1","01","1","1","53","08","4","1","3","005","0000029",1400
"00124","04","1","01","1","2","82","02","6","1","3","005","0000029",1400
"00124","04","1","02","3","1","58","","","1","3","005","0000029",1400
"00125","05","1","03","3","2","14","","","1","3","005","0000029",1400
"00125","05","1","02","2","2","42","","","1","3","005","0000029",1400
"00125","05","1","01","1","1","42","03","3","1","3","005","0000029",1400
"00126","01","1","01","1","2","31","06","3","1","3","005","0000030",1888
"00126","01","1","02","5","2","84","","","1","3","005","0000030",1888
"00126","01","1","03","3","1","02","","","1","3","005","0000030",1888
"00127","02","1","03","5","1","24","","","1","3","005","0000030",1888
"00127","02","1","02","5","1","38","","","1","3","005","0000030",1888
"00127","02","1","01","1","1","40","08","5","1","3","005","0000030",1888
"00128","04","1","04","3","1","30","","","1","3","005","0000030",1888
"00128","04","1","03","3","1","31","","","1","3","005","0000030",1888
"00128","04","1","02","2","1","59","","","1","3","005","0000030",1888
"00128","04","1","01","1","2","62","06","3","1","3","005","0000030",1888
"00129","01","1","01","1","1","51","03","3","1","3","003","0000031",1975
"00129","01","1","02","2","2","45","","","1","3","003","0000031",1975
"00129","01","1","03","3","1","20","","","1","3","003","0000031",1975
"00130","02","1","05","3","2","17","","","1","3","003","0000031",1975
"00130","02","1","04","3","1","20","","","1","3","003","0000031",1975
"00130","02","1","03","3","1","26","","","1","3","003","0000031",1975
"00130","02","1","02","3","2","28","","","1","3","003","0000031",1975
"00130","02","1","01","1","2","56","03","3","1","3","003","0000031",1975
"00131","03","1","05","3","2","21","","","1","3","003","0000031",1975
"00131","03","1","04","3","1","23","","","1","3","003","0000031",1975
"00131","03","1","03","3","1","24","","","1","3","003","0000031",1975
"00131","03","1","02","2","2","44","","","1","3","003","0000031",1975
"00131","03","1","01","1","1","50","06","3","1","3","003","0000031",1975
"00131","03","1","06","5","2","22","","","1","3","003","0000031",1975
"00132","04","1","05","3","1","09","","","1","3","003","0000031",1975
"00132","04","1","04","3","1","14","","","1","3","003","0000031",1975
"00132","04","1","03","3","1","16","","","1","3","003","0000031",1975
"00132","04","1","02","2","2","45","","","1","3","003","0000031",1975
"00132","04","1","01","1","1","45","02","5","1","3","003","0000031",1975
"00133","05","1","05","3","2","23","","","1","3","003","0000031",1975
